customer_id,interaction_type,interaction_outcome,payment_method,payment_status,Transaction_type,TheLastTransDate,Months_Since_Last_Transaction,Target
2376,Complaint,Implemented,Debit Card,Completed,Purchase,2020-09-14,49,0
1354,Complaint,Resolved,PayPal,Completed,Refund,2020-09-17,49,0
4180,Feedback,Pending,Debit Card,Pending,Refund,2020-09-17,49,0
4180,Support Request,Resolved,Debit Card,Pending,Refund,2020-09-17,49,0
6733,Support Request,Pending,PayPal,Refunded,Refund,2020-09-17,49,0
10724,Complaint,Implemented,Debit Card,Pending,Purchase,2020-09-17,49,0
10724,Feedback,Unresolved,Debit Card,Pending,Purchase,2020-09-17,49,0
8398,Support Request,Pending,Credit Card,Refunded,Purchase,2020-09-17,49,0
8398,Support Request,Pending,PayPal,Refunded,Refund,2020-09-17,49,0
8698,Complaint,Pending,Credit Card,Completed,Purchase,2020-09-17,49,0
7088,Complaint,Implemented,Debit Card,Completed,Refund,2020-09-18,49,0
7088,Complaint,Implemented,PayPal,Refunded,Refund,2020-09-18,49,0
7088,Support Request,Pending,Debit Card,Completed,Refund,2020-09-18,49,0
7088,Support Request,Pending,PayPal,Refunded,Refund,2020-09-18,49,0
61,Feedback,Implemented,Credit Card,Completed,Refund,2020-09-18,49,0
4620,Feedback,Resolved,Debit Card,Pending,Purchase,2020-09-19,49,0
4620,Feedback,Resolved,PayPal,Pending,Purchase,2020-09-19,49,0
4620,Feedback,Resolved,PayPal,Pending,Refund,2020-09-19,49,0
4620,Feedback,Unresolved,Debit Card,Pending,Purchase,2020-09-19,49,0
4620,Feedback,Unresolved,PayPal,Pending,Purchase,2020-09-19,49,0
4620,Feedback,Unresolved,PayPal,Pending,Refund,2020-09-19,49,0
4620,Support Request,Unresolved,Debit Card,Pending,Purchase,2020-09-19,49,0
4620,Support Request,Unresolved,PayPal,Pending,Purchase,2020-09-19,49,0
4620,Support Request,Unresolved,PayPal,Pending,Refund,2020-09-19,49,0
3255,Complaint,Pending,Debit Card,Refunded,Refund,2020-09-19,49,0
3255,Support Request,Unresolved,Debit Card,Refunded,Refund,2020-09-19,49,0
7020,Complaint,Implemented,PayPal,Pending,Purchase,2020-09-19,49,0
9388,Support Request,Unresolved,Credit Card,Pending,Purchase,2020-09-20,49,0
3505,Feedback,Implemented,Debit Card,Completed,Purchase,2020-09-20,49,0
3505,Feedback,Resolved,Debit Card,Completed,Purchase,2020-09-20,49,0
3505,Feedback,Unresolved,Debit Card,Completed,Purchase,2020-09-20,49,0
1777,Complaint,Resolved,Credit Card,Pending,Purchase,2020-09-20,49,0
10747,Feedback,Implemented,Credit Card,Pending,Purchase,2020-09-21,49,0
7358,Support Request,Unresolved,Credit Card,Completed,Refund,2020-09-22,49,0
6838,Feedback,Implemented,PayPal,Refunded,Refund,2020-09-22,49,0
1101,Complaint,Resolved,Credit Card,Refunded,Refund,2020-09-22,49,0
1101,Complaint,Resolved,PayPal,Completed,Purchase,2020-09-22,49,0
1101,Support Request,Resolved,Credit Card,Refunded,Refund,2020-09-22,49,0
1101,Support Request,Resolved,PayPal,Completed,Purchase,2020-09-22,49,0
2583,Feedback,Unresolved,Debit Card,Pending,Refund,2020-09-23,49,0
6555,Complaint,Pending,Credit Card,Refunded,Refund,2020-09-23,49,0
5824,Feedback,Resolved,Credit Card,Completed,Refund,2020-09-24,49,0
5824,Feedback,Resolved,Debit Card,Refunded,Purchase,2020-09-24,49,0
10594,Feedback,Pending,Debit Card,Completed,Purchase,2020-09-24,49,0
9666,Feedback,Resolved,Debit Card,Pending,Refund,2020-09-24,49,0
9666,Feedback,Resolved,Debit Card,Refunded,Purchase,2020-09-24,49,0
9666,Feedback,Resolved,PayPal,Refunded,Refund,2020-09-24,49,0
9666,Feedback,Unresolved,Debit Card,Pending,Refund,2020-09-24,49,0
9666,Feedback,Unresolved,Debit Card,Refunded,Purchase,2020-09-24,49,0
9666,Feedback,Unresolved,PayPal,Refunded,Refund,2020-09-24,49,0
9666,Support Request,Implemented,Debit Card,Pending,Refund,2020-09-24,49,0
9666,Support Request,Implemented,Debit Card,Refunded,Purchase,2020-09-24,49,0
9666,Support Request,Implemented,PayPal,Refunded,Refund,2020-09-24,49,0
9667,Feedback,Unresolved,Credit Card,Refunded,Purchase,2020-09-24,49,0
9667,Feedback,Unresolved,Debit Card,Completed,Refund,2020-09-24,49,0
3579,Feedback,Pending,Credit Card,Completed,Purchase,2020-09-24,49,0
3579,Feedback,Pending,Debit Card,Refunded,Refund,2020-09-24,49,0
3579,Support Request,Unresolved,Credit Card,Completed,Purchase,2020-09-24,49,0
3579,Support Request,Unresolved,Debit Card,Refunded,Refund,2020-09-24,49,0
1455,Support Request,Unresolved,PayPal,Pending,Purchase,2020-09-25,49,0
9655,Support Request,Resolved,Credit Card,Pending,Purchase,2020-09-25,49,0
8596,Feedback,Pending,Credit Card,Refunded,Purchase,2020-09-25,49,0
8596,Feedback,Pending,PayPal,Completed,Purchase,2020-09-25,49,0
8596,Feedback,Pending,PayPal,Pending,Purchase,2020-09-25,49,0
9851,Feedback,Implemented,PayPal,Pending,Purchase,2020-09-25,49,0
9851,Support Request,Implemented,PayPal,Pending,Purchase,2020-09-25,49,0
10083,Feedback,Pending,Credit Card,Completed,Refund,2020-09-26,49,0
10083,Feedback,Pending,PayPal,Completed,Purchase,2020-09-26,49,0
10083,Support Request,Pending,Credit Card,Completed,Refund,2020-09-26,49,0
10083,Support Request,Pending,PayPal,Completed,Purchase,2020-09-26,49,0
5166,Complaint,Resolved,PayPal,Pending,Purchase,2020-09-26,49,0
5166,Support Request,Unresolved,PayPal,Pending,Purchase,2020-09-26,49,0
5205,Complaint,Pending,Credit Card,Completed,Refund,2020-09-27,49,0
5205,Complaint,Pending,Debit Card,Completed,Purchase,2020-09-27,49,0
4782,Complaint,Implemented,Debit Card,Completed,Purchase,2020-09-27,49,0
4782,Feedback,Implemented,Debit Card,Completed,Purchase,2020-09-27,49,0
4782,Support Request,Resolved,Debit Card,Completed,Purchase,2020-09-27,49,0
4501,Complaint,Pending,Debit Card,Pending,Purchase,2020-09-27,49,0
4501,Feedback,Implemented,Debit Card,Pending,Purchase,2020-09-27,49,0
3761,Complaint,Implemented,Debit Card,Completed,Purchase,2020-09-27,49,0
3761,Support Request,Implemented,Debit Card,Completed,Purchase,2020-09-27,49,0
3212,Support Request,Pending,Credit Card,Pending,Purchase,2020-09-27,49,0
2656,Complaint,Pending,PayPal,Completed,Purchase,2020-09-27,49,0
2656,Complaint,Unresolved,PayPal,Completed,Purchase,2020-09-27,49,0
2656,Feedback,Pending,PayPal,Completed,Purchase,2020-09-27,49,0
2451,Feedback,Resolved,PayPal,Pending,Purchase,2020-09-27,49,0
2451,Support Request,Pending,PayPal,Pending,Purchase,2020-09-27,49,0
2287,Complaint,Pending,Debit Card,Pending,Purchase,2020-09-27,49,0
2287,Support Request,Implemented,Debit Card,Pending,Purchase,2020-09-27,49,0
7979,Complaint,Resolved,Debit Card,Refunded,Purchase,2020-09-27,49,0
7979,Feedback,Resolved,Debit Card,Refunded,Purchase,2020-09-27,49,0
7861,Support Request,Implemented,Debit Card,Refunded,Purchase,2020-09-27,49,0
7861,Support Request,Implemented,PayPal,Completed,Refund,2020-09-27,49,0
7137,Feedback,Unresolved,PayPal,Completed,Refund,2020-09-28,49,0
7137,Support Request,Implemented,PayPal,Completed,Refund,2020-09-28,49,0
8868,Complaint,Implemented,PayPal,Pending,Refund,2020-09-28,49,0
8868,Feedback,Pending,PayPal,Pending,Refund,2020-09-28,49,0
8868,Support Request,Implemented,PayPal,Pending,Refund,2020-09-28,49,0
10922,Complaint,Implemented,Debit Card,Pending,Refund,2020-09-29,49,0
10922,Complaint,Pending,Debit Card,Pending,Refund,2020-09-29,49,0
5642,Complaint,Resolved,Credit Card,Refunded,Purchase,2020-09-30,49,0
5992,Complaint,Pending,Debit Card,Completed,Purchase,2020-09-30,49,0
1436,Complaint,Implemented,Credit Card,Refunded,Refund,2020-09-30,49,0
1436,Feedback,Resolved,Credit Card,Refunded,Refund,2020-09-30,49,0
931,Complaint,Pending,Credit Card,Completed,Refund,2020-09-30,49,0
931,Complaint,Pending,Debit Card,Refunded,Refund,2020-09-30,49,0
931,Complaint,Pending,PayPal,Completed,Purchase,2020-09-30,49,0
9304,Support Request,Unresolved,Debit Card,Pending,Refund,2020-10-01,48,0
6595,Support Request,Implemented,PayPal,Completed,Refund,2020-10-02,48,0
6595,Support Request,Implemented,PayPal,Pending,Purchase,2020-10-02,48,0
3963,Feedback,Pending,Credit Card,Completed,Purchase,2020-10-03,48,0
3963,Support Request,Unresolved,Credit Card,Completed,Purchase,2020-10-03,48,0
4066,Complaint,Implemented,Credit Card,Completed,Refund,2020-10-04,48,0
4066,Complaint,Unresolved,Credit Card,Completed,Refund,2020-10-04,48,0
2741,Complaint,Pending,Debit Card,Pending,Purchase,2020-10-04,48,0
2741,Support Request,Resolved,Debit Card,Pending,Purchase,2020-10-04,48,0
2106,Complaint,Unresolved,PayPal,Refunded,Refund,2020-10-04,48,0
138,Feedback,Implemented,Debit Card,Refunded,Purchase,2020-10-05,48,0
138,Feedback,Implemented,PayPal,Completed,Refund,2020-10-05,48,0
7189,Complaint,Pending,Credit Card,Completed,Purchase,2020-10-05,48,0
7189,Feedback,Implemented,Credit Card,Completed,Purchase,2020-10-05,48,0
7189,Feedback,Resolved,Credit Card,Completed,Purchase,2020-10-05,48,0
7820,Complaint,Pending,Credit Card,Pending,Purchase,2020-10-06,48,0
7820,Complaint,Pending,Credit Card,Refunded,Purchase,2020-10-06,48,0
7980,Feedback,Unresolved,Debit Card,Pending,Purchase,2020-10-06,48,0
7980,Support Request,Resolved,Debit Card,Pending,Purchase,2020-10-06,48,0
9425,Support Request,Implemented,Credit Card,Refunded,Purchase,2020-10-06,48,0
9483,Support Request,Pending,PayPal,Pending,Refund,2020-10-07,48,0
6608,Complaint,Pending,Debit Card,Pending,Refund,2020-10-07,48,0
6608,Complaint,Pending,Debit Card,Refunded,Refund,2020-10-07,48,0
6608,Feedback,Implemented,Debit Card,Pending,Refund,2020-10-07,48,0
6608,Feedback,Implemented,Debit Card,Refunded,Refund,2020-10-07,48,0
6608,Support Request,Pending,Debit Card,Pending,Refund,2020-10-07,48,0
6608,Support Request,Pending,Debit Card,Refunded,Refund,2020-10-07,48,0
1844,Complaint,Pending,Credit Card,Refunded,Purchase,2020-10-07,48,0
1844,Support Request,Resolved,Credit Card,Refunded,Purchase,2020-10-07,48,0
5656,Complaint,Implemented,Credit Card,Completed,Purchase,2020-10-08,48,0
5656,Complaint,Implemented,PayPal,Completed,Refund,2020-10-08,48,0
7201,Complaint,Unresolved,Credit Card,Pending,Purchase,2020-10-09,48,0
7201,Complaint,Unresolved,Debit Card,Completed,Purchase,2020-10-09,48,0
7201,Complaint,Unresolved,Debit Card,Refunded,Refund,2020-10-09,48,0
7201,Complaint,Unresolved,PayPal,Completed,Purchase,2020-10-09,48,0
7201,Complaint,Unresolved,PayPal,Pending,Purchase,2020-10-09,48,0
8476,Feedback,Unresolved,PayPal,Completed,Purchase,2020-10-10,48,0
8476,Support Request,Unresolved,PayPal,Completed,Purchase,2020-10-10,48,0
8389,Complaint,Implemented,Debit Card,Completed,Purchase,2020-10-10,48,0
8389,Complaint,Implemented,Debit Card,Completed,Refund,2020-10-10,48,0
8389,Complaint,Implemented,Debit Card,Pending,Refund,2020-10-10,48,0
10826,Complaint,Implemented,PayPal,Pending,Purchase,2020-10-10,48,0
10826,Feedback,Implemented,PayPal,Pending,Purchase,2020-10-10,48,0
10826,Feedback,Pending,PayPal,Pending,Purchase,2020-10-10,48,0
10826,Feedback,Resolved,PayPal,Pending,Purchase,2020-10-10,48,0
2321,Feedback,Pending,Credit Card,Pending,Purchase,2020-10-10,48,0
4912,Complaint,Pending,Debit Card,Completed,Refund,2020-10-10,48,0
4912,Support Request,Unresolved,Debit Card,Completed,Refund,2020-10-10,48,0
560,Complaint,Implemented,Debit Card,Pending,Purchase,2020-10-11,48,0
7999,Support Request,Implemented,PayPal,Refunded,Purchase,2020-10-11,48,0
7999,Support Request,Pending,PayPal,Refunded,Purchase,2020-10-11,48,0
7999,Support Request,Unresolved,PayPal,Refunded,Purchase,2020-10-11,48,0
8238,Feedback,Implemented,Credit Card,Completed,Purchase,2020-10-12,48,0
6578,Support Request,Implemented,PayPal,Pending,Refund,2020-10-12,48,0
8652,Feedback,Implemented,Credit Card,Refunded,Purchase,2020-10-12,48,0
8652,Feedback,Implemented,Debit Card,Completed,Purchase,2020-10-12,48,0
8652,Feedback,Implemented,Debit Card,Pending,Purchase,2020-10-12,48,0
8652,Support Request,Implemented,Credit Card,Refunded,Purchase,2020-10-12,48,0
8652,Support Request,Implemented,Debit Card,Completed,Purchase,2020-10-12,48,0
8652,Support Request,Implemented,Debit Card,Pending,Purchase,2020-10-12,48,0
2005,Feedback,Pending,Credit Card,Pending,Purchase,2020-10-13,48,0
2005,Feedback,Unresolved,Credit Card,Pending,Purchase,2020-10-13,48,0
2005,Support Request,Implemented,Credit Card,Pending,Purchase,2020-10-13,48,0
4442,Feedback,Unresolved,Debit Card,Completed,Purchase,2020-10-13,48,0
3187,Complaint,Implemented,PayPal,Pending,Purchase,2020-10-13,48,0
4206,Feedback,Implemented,Debit Card,Completed,Purchase,2020-10-14,48,0
4206,Feedback,Implemented,Debit Card,Pending,Purchase,2020-10-14,48,0
4206,Feedback,Implemented,Debit Card,Pending,Refund,2020-10-14,48,0
4206,Feedback,Implemented,Debit Card,Refunded,Refund,2020-10-14,48,0
8901,Feedback,Resolved,Debit Card,Refunded,Purchase,2020-10-14,48,0
8901,Feedback,Resolved,PayPal,Completed,Refund,2020-10-14,48,0
3991,Support Request,Implemented,PayPal,Completed,Refund,2020-10-16,48,0
3991,Support Request,Implemented,PayPal,Pending,Refund,2020-10-16,48,0
1043,Complaint,Pending,Debit Card,Pending,Refund,2020-10-17,48,0
9187,Complaint,Pending,Credit Card,Completed,Purchase,2020-10-17,48,0
9187,Complaint,Resolved,Credit Card,Completed,Purchase,2020-10-17,48,0
9812,Support Request,Resolved,Credit Card,Completed,Refund,2020-10-18,48,0
8382,Feedback,Pending,Credit Card,Refunded,Purchase,2020-10-19,48,0
8382,Feedback,Pending,PayPal,Refunded,Refund,2020-10-19,48,0
8382,Support Request,Unresolved,Credit Card,Refunded,Purchase,2020-10-19,48,0
8382,Support Request,Unresolved,PayPal,Refunded,Refund,2020-10-19,48,0
5970,Complaint,Pending,Credit Card,Pending,Purchase,2020-10-19,48,0
5970,Support Request,Unresolved,Credit Card,Pending,Purchase,2020-10-19,48,0
2242,Support Request,Implemented,Credit Card,Refunded,Refund,2020-10-19,48,0
4504,Feedback,Implemented,Credit Card,Refunded,Refund,2020-10-19,48,0
4504,Feedback,Implemented,PayPal,Refunded,Purchase,2020-10-19,48,0
4504,Support Request,Unresolved,Credit Card,Refunded,Refund,2020-10-19,48,0
4504,Support Request,Unresolved,PayPal,Refunded,Purchase,2020-10-19,48,0
5314,Complaint,Implemented,Credit Card,Refunded,Purchase,2020-10-19,48,0
5314,Complaint,Implemented,PayPal,Refunded,Purchase,2020-10-19,48,0
5314,Feedback,Resolved,Credit Card,Refunded,Purchase,2020-10-19,48,0
5314,Feedback,Resolved,PayPal,Refunded,Purchase,2020-10-19,48,0
5314,Feedback,Unresolved,Credit Card,Refunded,Purchase,2020-10-19,48,0
5314,Feedback,Unresolved,PayPal,Refunded,Purchase,2020-10-19,48,0
4828,Feedback,Implemented,Credit Card,Pending,Refund,2020-10-20,48,0
4828,Support Request,Resolved,Credit Card,Pending,Refund,2020-10-20,48,0
4884,Complaint,Resolved,Credit Card,Completed,Purchase,2020-10-20,48,0
4884,Feedback,Implemented,Credit Card,Completed,Purchase,2020-10-20,48,0
4884,Support Request,Resolved,Credit Card,Completed,Purchase,2020-10-20,48,0
1778,Feedback,Implemented,Credit Card,Pending,Refund,2020-10-20,48,0
1778,Feedback,Implemented,Debit Card,Refunded,Purchase,2020-10-20,48,0
1715,Complaint,Resolved,Credit Card,Pending,Refund,2020-10-20,48,0
1715,Feedback,Implemented,Credit Card,Pending,Refund,2020-10-20,48,0
7526,Complaint,Resolved,PayPal,Pending,Purchase,2020-10-20,48,0
7526,Complaint,Resolved,PayPal,Pending,Refund,2020-10-20,48,0
9631,Complaint,Implemented,Credit Card,Pending,Purchase,2020-10-20,48,0
9631,Support Request,Unresolved,Credit Card,Pending,Purchase,2020-10-20,48,0
7255,Complaint,Pending,Credit Card,Refunded,Refund,2020-10-21,48,0
7255,Complaint,Pending,Debit Card,Pending,Refund,2020-10-21,48,0
7255,Feedback,Implemented,Credit Card,Refunded,Refund,2020-10-21,48,0
7255,Feedback,Implemented,Debit Card,Pending,Refund,2020-10-21,48,0
8050,Complaint,Resolved,Credit Card,Completed,Purchase,2020-10-21,48,0
8050,Feedback,Unresolved,Credit Card,Completed,Purchase,2020-10-21,48,0
6361,Feedback,Unresolved,Debit Card,Refunded,Purchase,2020-10-21,48,0
6361,Support Request,Unresolved,Debit Card,Refunded,Purchase,2020-10-21,48,0
4542,Complaint,Resolved,Debit Card,Completed,Refund,2020-10-21,48,0
4542,Complaint,Resolved,Debit Card,Refunded,Refund,2020-10-21,48,0
4542,Complaint,Unresolved,Debit Card,Completed,Refund,2020-10-21,48,0
4542,Complaint,Unresolved,Debit Card,Refunded,Refund,2020-10-21,48,0
4542,Feedback,Resolved,Debit Card,Completed,Refund,2020-10-21,48,0
4542,Feedback,Resolved,Debit Card,Refunded,Refund,2020-10-21,48,0
3603,Support Request,Implemented,PayPal,Completed,Refund,2020-10-22,48,0
1055,Feedback,Implemented,PayPal,Refunded,Purchase,2020-10-22,48,0
1055,Support Request,Implemented,PayPal,Refunded,Purchase,2020-10-22,48,0
9797,Support Request,Pending,Credit Card,Refunded,Refund,2020-10-22,48,0
9797,Support Request,Pending,PayPal,Refunded,Purchase,2020-10-22,48,0
9787,Complaint,Resolved,Credit Card,Pending,Purchase,2020-10-23,48,0
9787,Feedback,Unresolved,Credit Card,Pending,Purchase,2020-10-23,48,0
2218,Complaint,Resolved,Credit Card,Refunded,Refund,2020-10-23,48,0
2218,Complaint,Unresolved,Credit Card,Refunded,Refund,2020-10-23,48,0
3762,Feedback,Unresolved,Credit Card,Pending,Purchase,2020-10-24,48,0
3762,Feedback,Unresolved,Debit Card,Refunded,Refund,2020-10-24,48,0
8006,Complaint,Pending,Debit Card,Completed,Refund,2020-10-24,48,0
8006,Complaint,Pending,Debit Card,Pending,Refund,2020-10-24,48,0
8006,Complaint,Pending,Debit Card,Refunded,Refund,2020-10-24,48,0
8006,Complaint,Pending,PayPal,Completed,Refund,2020-10-24,48,0
8006,Feedback,Resolved,Debit Card,Completed,Refund,2020-10-24,48,0
8006,Feedback,Resolved,Debit Card,Pending,Refund,2020-10-24,48,0
8006,Feedback,Resolved,Debit Card,Refunded,Refund,2020-10-24,48,0
8006,Feedback,Resolved,PayPal,Completed,Refund,2020-10-24,48,0
9191,Support Request,Pending,Credit Card,Completed,Refund,2020-10-25,48,0
9191,Support Request,Pending,PayPal,Completed,Purchase,2020-10-25,48,0
9191,Support Request,Pending,PayPal,Pending,Refund,2020-10-25,48,0
9191,Support Request,Pending,PayPal,Refunded,Purchase,2020-10-25,48,0
170,Complaint,Pending,PayPal,Completed,Purchase,2020-10-25,48,0
170,Complaint,Pending,PayPal,Refunded,Purchase,2020-10-25,48,0
275,Complaint,Unresolved,Debit Card,Refunded,Refund,2020-10-26,48,0
1243,Feedback,Implemented,Credit Card,Completed,Purchase,2020-10-26,48,0
1243,Feedback,Implemented,Credit Card,Refunded,Refund,2020-10-26,48,0
4316,Feedback,Unresolved,Credit Card,Completed,Refund,2020-10-26,48,0
4316,Feedback,Unresolved,Debit Card,Completed,Refund,2020-10-26,48,0
4316,Feedback,Unresolved,PayPal,Refunded,Purchase,2020-10-26,48,0
9538,Complaint,Resolved,Debit Card,Pending,Purchase,2020-10-26,48,0
6994,Support Request,Unresolved,PayPal,Refunded,Purchase,2020-10-26,48,0
8233,Support Request,Resolved,Credit Card,Pending,Purchase,2020-10-27,48,0
8233,Support Request,Resolved,Debit Card,Pending,Refund,2020-10-27,48,0
6675,Support Request,Implemented,Credit Card,Completed,Purchase,2020-10-27,48,0
9841,Complaint,Implemented,Credit Card,Completed,Purchase,2020-10-27,48,0
9841,Complaint,Implemented,Debit Card,Completed,Purchase,2020-10-27,48,0
9841,Complaint,Implemented,Debit Card,Pending,Purchase,2020-10-27,48,0
9841,Complaint,Implemented,PayPal,Completed,Refund,2020-10-27,48,0
9841,Complaint,Implemented,PayPal,Refunded,Purchase,2020-10-27,48,0
9841,Complaint,Resolved,Credit Card,Completed,Purchase,2020-10-27,48,0
9841,Complaint,Resolved,Debit Card,Completed,Purchase,2020-10-27,48,0
9841,Complaint,Resolved,Debit Card,Pending,Purchase,2020-10-27,48,0
9841,Complaint,Resolved,PayPal,Completed,Refund,2020-10-27,48,0
9841,Complaint,Resolved,PayPal,Refunded,Purchase,2020-10-27,48,0
921,Feedback,Pending,Debit Card,Pending,Refund,2020-10-28,48,0
130,Complaint,Pending,PayPal,Completed,Refund,2020-10-29,48,0
1615,Feedback,Unresolved,PayPal,Refunded,Purchase,2020-10-29,48,0
3940,Complaint,Implemented,Debit Card,Refunded,Refund,2020-10-30,48,0
3940,Complaint,Implemented,PayPal,Completed,Purchase,2020-10-30,48,0
3940,Feedback,Implemented,Debit Card,Refunded,Refund,2020-10-30,48,0
3940,Feedback,Implemented,PayPal,Completed,Purchase,2020-10-30,48,0
6123,Support Request,Pending,Credit Card,Completed,Purchase,2020-10-30,48,0
6123,Support Request,Pending,Debit Card,Refunded,Refund,2020-10-30,48,0
6123,Support Request,Resolved,Credit Card,Completed,Purchase,2020-10-30,48,0
6123,Support Request,Resolved,Debit Card,Refunded,Refund,2020-10-30,48,0
7754,Complaint,Pending,Debit Card,Refunded,Refund,2020-10-30,48,0
7754,Support Request,Unresolved,Debit Card,Refunded,Refund,2020-10-30,48,0
7633,Complaint,Resolved,Credit Card,Refunded,Refund,2020-10-30,48,0
7633,Complaint,Unresolved,Credit Card,Refunded,Refund,2020-10-30,48,0
7633,Support Request,Pending,Credit Card,Refunded,Refund,2020-10-30,48,0
5854,Complaint,Implemented,PayPal,Refunded,Refund,2020-10-31,48,0
5854,Support Request,Unresolved,PayPal,Refunded,Refund,2020-10-31,48,0
7758,Complaint,Implemented,Credit Card,Completed,Purchase,2020-11-01,47,0
7758,Complaint,Implemented,Credit Card,Completed,Refund,2020-11-01,47,0
8266,Complaint,Implemented,PayPal,Refunded,Refund,2020-11-01,47,0
8266,Complaint,Pending,PayPal,Refunded,Refund,2020-11-01,47,0
8266,Support Request,Unresolved,PayPal,Refunded,Refund,2020-11-01,47,0
10110,Complaint,Implemented,PayPal,Refunded,Refund,2020-11-02,47,0
10110,Complaint,Pending,PayPal,Refunded,Refund,2020-11-02,47,0
10110,Feedback,Unresolved,PayPal,Refunded,Refund,2020-11-02,47,0
10110,Support Request,Unresolved,PayPal,Refunded,Refund,2020-11-02,47,0
10232,Feedback,Implemented,Credit Card,Refunded,Refund,2020-11-02,47,0
10719,Support Request,Implemented,Credit Card,Pending,Purchase,2020-11-02,47,0
4249,Feedback,Unresolved,Debit Card,Refunded,Purchase,2020-11-02,47,0
1542,Support Request,Pending,Credit Card,Pending,Purchase,2020-11-02,47,0
1458,Support Request,Unresolved,PayPal,Completed,Refund,2020-11-02,47,0
1514,Complaint,Implemented,PayPal,Refunded,Purchase,2020-11-03,47,0
1514,Feedback,Implemented,PayPal,Refunded,Purchase,2020-11-03,47,0
1596,Support Request,Unresolved,Credit Card,Refunded,Purchase,2020-11-03,47,0
2280,Feedback,Resolved,PayPal,Completed,Purchase,2020-11-03,47,0
2280,Feedback,Unresolved,PayPal,Completed,Purchase,2020-11-03,47,0
2533,Complaint,Unresolved,Credit Card,Completed,Refund,2020-11-03,47,0
2533,Complaint,Unresolved,PayPal,Pending,Purchase,2020-11-03,47,0
4961,Complaint,Unresolved,Credit Card,Completed,Purchase,2020-11-03,47,0
4961,Complaint,Unresolved,Credit Card,Completed,Refund,2020-11-03,47,0
4961,Complaint,Unresolved,PayPal,Refunded,Refund,2020-11-03,47,0
2293,Feedback,Implemented,Credit Card,Refunded,Refund,2020-11-04,47,0
8226,Feedback,Unresolved,Credit Card,Refunded,Purchase,2020-11-04,47,0
5451,Complaint,Unresolved,Credit Card,Refunded,Refund,2020-11-05,47,0
6506,Feedback,Pending,PayPal,Pending,Refund,2020-11-05,47,0
6506,Feedback,Resolved,PayPal,Pending,Refund,2020-11-05,47,0
10656,Support Request,Resolved,Credit Card,Completed,Purchase,2020-11-05,47,0
3610,Complaint,Unresolved,Credit Card,Completed,Purchase,2020-11-05,47,0
2098,Complaint,Unresolved,Credit Card,Refunded,Purchase,2020-11-06,47,0
1134,Complaint,Implemented,Debit Card,Refunded,Purchase,2020-11-06,47,0
9353,Complaint,Pending,Credit Card,Refunded,Refund,2020-11-06,47,0
9353,Complaint,Pending,PayPal,Pending,Purchase,2020-11-06,47,0
9353,Complaint,Resolved,Credit Card,Refunded,Refund,2020-11-06,47,0
9353,Complaint,Resolved,PayPal,Pending,Purchase,2020-11-06,47,0
7702,Complaint,Implemented,Debit Card,Completed,Refund,2020-11-07,47,0
2271,Feedback,Unresolved,Debit Card,Refunded,Refund,2020-11-07,47,0
3365,Complaint,Pending,Credit Card,Pending,Purchase,2020-11-07,47,0
3365,Complaint,Pending,Debit Card,Pending,Purchase,2020-11-07,47,0
3365,Complaint,Pending,Debit Card,Refunded,Refund,2020-11-07,47,0
3365,Complaint,Pending,PayPal,Completed,Refund,2020-11-07,47,0
176,Complaint,Resolved,PayPal,Completed,Refund,2020-11-09,47,0
7808,Feedback,Unresolved,PayPal,Pending,Purchase,2020-11-09,47,0
7808,Support Request,Unresolved,PayPal,Pending,Purchase,2020-11-09,47,0
8009,Feedback,Resolved,PayPal,Refunded,Refund,2020-11-09,47,0
8009,Feedback,Unresolved,PayPal,Refunded,Refund,2020-11-09,47,0
9326,Complaint,Implemented,Debit Card,Completed,Purchase,2020-11-09,47,0
9326,Support Request,Unresolved,Debit Card,Completed,Purchase,2020-11-09,47,0
6356,Feedback,Resolved,Debit Card,Pending,Refund,2020-11-10,47,0
6356,Feedback,Resolved,PayPal,Refunded,Purchase,2020-11-10,47,0
8594,Complaint,Unresolved,PayPal,Completed,Refund,2020-11-11,47,0
8594,Feedback,Resolved,PayPal,Completed,Refund,2020-11-11,47,0
2713,Complaint,Pending,PayPal,Pending,Refund,2020-11-11,47,0
5168,Complaint,Resolved,PayPal,Completed,Purchase,2020-11-11,47,0
504,Complaint,Unresolved,Credit Card,Pending,Refund,2020-11-12,47,0
504,Complaint,Unresolved,PayPal,Completed,Purchase,2020-11-12,47,0
9609,Feedback,Implemented,Credit Card,Completed,Refund,2020-11-12,47,0
9609,Feedback,Pending,Credit Card,Completed,Refund,2020-11-12,47,0
7375,Feedback,Implemented,Credit Card,Pending,Refund,2020-11-13,47,0
7375,Feedback,Implemented,Debit Card,Pending,Refund,2020-11-13,47,0
1866,Support Request,Unresolved,Debit Card,Refunded,Refund,2020-11-13,47,0
1866,Support Request,Unresolved,PayPal,Refunded,Refund,2020-11-13,47,0
4361,Complaint,Pending,PayPal,Pending,Purchase,2020-11-13,47,0
4947,Feedback,Pending,Debit Card,Pending,Purchase,2020-11-14,47,0
9505,Feedback,Implemented,Credit Card,Completed,Refund,2020-11-14,47,0
9505,Support Request,Unresolved,Credit Card,Completed,Refund,2020-11-14,47,0
7202,Complaint,Resolved,Credit Card,Pending,Refund,2020-11-15,47,0
